c_site,state,year,age,race,sex,inci,pop
Kidney and Renal Pelvis,Oregon,2014.0,65-74 years,White,male,149,166316.0
Kidney and Renal Pelvis,Oregon,2014.0,75-84 years,White,male,70,73174.0
Kidney and Renal Pelvis,Oregon,2014.0,85+ years,White,male,30,29707.0
Kidney and Renal Pelvis,Oregon,2015.0,45-54 years,White,male,57,222075.0
Kidney and Renal Pelvis,Oregon,2015.0,55-64 years,White,male,123,237447.0
Kidney and Renal Pelvis,Oregon,2015.0,65-74 years,White,male,131,176739.0
Kidney and Renal Pelvis,Oregon,2015.0,75-84 years,White,male,86,77903.0
Kidney and Renal Pelvis,Oregon,2016.0,45-54 years,White,male,59,222997.0
Kidney and Renal Pelvis,Oregon,2016.0,55-64 years,White,male,129,237182.0
Kidney and Renal Pelvis,Oregon,2016.0,65-74 years,White,male,151,185273.0
Kidney and Renal Pelvis,Oregon,2016.0,75-84 years,White,male,83,79339.0
Kidney and Renal Pelvis,Oregon,2016.0,85+ years,White,male,22,29968.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,35-44 years,White,male,86,625278.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,45-54 years,Black or African American,male,22,88901.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,45-54 years,White,male,239,787446.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,55-64 years,Black or African American,male,59,67940.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,55-64 years,White,male,404,733855.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,65-74 years,Black or African American,male,46,31924.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,65-74 years,White,male,383,445831.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,75-84 years,White,male,228,249064.0
Kidney and Renal Pelvis,Pennsylvania,2012.0,85+ years,White,male,77,97650.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,35-44 years,White,male,88,614167.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,45-54 years,Black or African American,male,37,90074.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,45-54 years,White,male,198,769160.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,55-64 years,Black or African American,male,59,69373.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,55-64 years,White,male,405,743590.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,65-74 years,Black or African American,male,51,33668.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,65-74 years,White,male,400,466230.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,75-84 years,White,male,265,252327.0
Kidney and Renal Pelvis,Pennsylvania,2013.0,85+ years,White,male,70,97110.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,35-44 years,White,male,69,605167.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,45-54 years,Black or African American,male,40,86680.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,45-54 years,White,male,230,749335.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,55-64 years,Black or African American,male,72,71485.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,55-64 years,White,male,435,753972.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,65-74 years,Black or African American,male,55,37455.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,65-74 years,White,male,417,483891.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,75-84 years,White,male,274,253901.0
Kidney and Renal Pelvis,Pennsylvania,2014.0,85+ years,White,male,65,96653.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,30-34 years,White,male,19,316223.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,35-44 years,White,male,79,597392.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,45-54 years,Black or African American,male,36,89161.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,45-54 years,White,male,231,735587.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,55-64 years,Black or African American,male,62,72340.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,55-64 years,White,male,431,762263.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,65-74 years,Black or African American,male,51,36995.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,65-74 years,White,male,460,501378.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,75-84 years,White,male,256,249847.0
Kidney and Renal Pelvis,Pennsylvania,2015.0,85+ years,White,male,90,101450.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,35-44 years,White,male,80,587691.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,45-54 years,Black or African American,male,31,86943.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,45-54 years,White,male,240,718739.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,55-64 years,Black or African American,male,47,74525.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,55-64 years,White,male,461,767655.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,65-74 years,Black or African American,male,51,38930.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,65-74 years,White,male,487,521579.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,75-84 years,White,male,266,250962.0
Kidney and Renal Pelvis,Pennsylvania,2016.0,85+ years,White,male,72,104002.0
Kidney and Renal Pelvis,Rhode Island,2012.0,55-64 years,White,male,42,58769.0
Kidney and Renal Pelvis,Rhode Island,2013.0,55-64 years,White,male,37,59941.0
Kidney and Renal Pelvis,Rhode Island,2013.0,75-84 years,White,male,17,18229.0
Kidney and Renal Pelvis,Rhode Island,2014.0,55-64 years,White,male,21,60401.0
Kidney and Renal Pelvis,Rhode Island,2014.0,65-74 years,White,male,18,38694.0
Kidney and Renal Pelvis,Rhode Island,2015.0,55-64 years,White,male,16,60319.0
Kidney and Renal Pelvis,Rhode Island,2015.0,65-74 years,White,male,26,40246.0
Kidney and Renal Pelvis,Rhode Island,2016.0,55-64 years,White,male,40,61812.0
Kidney and Renal Pelvis,Rhode Island,2016.0,65-74 years,White,male,42,41389.0
Kidney and Renal Pelvis,South Carolina,2012.0,35-44 years,White,male,17,201149.0
Kidney and Renal Pelvis,South Carolina,2012.0,45-54 years,White,male,62,221724.0
Kidney and Renal Pelvis,South Carolina,2012.0,55-64 years,Black or African American,male,57,70525.0
Kidney and Renal Pelvis,South Carolina,2012.0,55-64 years,White,male,98,208517.0
Kidney and Renal Pelvis,South Carolina,2012.0,65-74 years,Black or African American,male,17,36339.0
Kidney and Renal Pelvis,South Carolina,2012.0,65-74 years,White,male,148,154292.0
Kidney and Renal Pelvis,South Carolina,2012.0,75-84 years,White,male,71,71522.0
Kidney and Renal Pelvis,South Carolina,2012.0,85+ years,White,male,27,18131.0
Kidney and Renal Pelvis,South Carolina,2013.0,35-44 years,White,male,16,202202.0
Kidney and Renal Pelvis,South Carolina,2013.0,45-54 years,White,male,66,219729.0
Kidney and Renal Pelvis,South Carolina,2013.0,55-64 years,Black or African American,male,57,72286.0
Kidney and Renal Pelvis,South Carolina,2013.0,55-64 years,White,male,121,211066.0
Kidney and Renal Pelvis,South Carolina,2013.0,65-74 years,Black or African American,male,43,38045.0
Kidney and Renal Pelvis,South Carolina,2013.0,65-74 years,White,male,132,163699.0
Kidney and Renal Pelvis,South Carolina,2013.0,75-84 years,White,male,78,72329.0
Kidney and Renal Pelvis,South Carolina,2013.0,85+ years,White,male,23,20388.0
Kidney and Renal Pelvis,South Carolina,2014.0,35-44 years,White,male,18,204121.0
Kidney and Renal Pelvis,South Carolina,2014.0,45-54 years,Black or African American,male,20,78749.0
Kidney and Renal Pelvis,South Carolina,2014.0,45-54 years,White,male,69,220190.0
Kidney and Renal Pelvis,South Carolina,2014.0,55-64 years,Black or African American,male,43,73983.0
Kidney and Renal Pelvis,South Carolina,2014.0,55-64 years,White,male,139,214038.0
Kidney and Renal Pelvis,South Carolina,2014.0,65-74 years,Black or African American,male,24,42086.0
Kidney and Renal Pelvis,South Carolina,2014.0,65-74 years,White,male,161,172481.0
Kidney and Renal Pelvis,South Carolina,2014.0,75-84 years,White,male,88,74917.0
Kidney and Renal Pelvis,South Carolina,2014.0,85+ years,White,male,26,22207.0
Kidney and Renal Pelvis,South Carolina,2015.0,35-44 years,White,male,20,200030.0
Kidney and Renal Pelvis,South Carolina,2015.0,45-54 years,Black or African American,male,17,78044.0
Kidney and Renal Pelvis,South Carolina,2015.0,45-54 years,White,male,70,222620.0
Kidney and Renal Pelvis,South Carolina,2015.0,55-64 years,Black or African American,male,60,74329.0
Kidney and Renal Pelvis,South Carolina,2015.0,55-64 years,White,male,119,217386.0
Kidney and Renal Pelvis,South Carolina,2015.0,65-74 years,Black or African American,male,58,43793.0
Kidney and Renal Pelvis,South Carolina,2015.0,65-74 years,White,male,188,180727.0
Kidney and Renal Pelvis,South Carolina,2015.0,75-84 years,White,male,94,76430.0
Kidney and Renal Pelvis,South Carolina,2015.0,85+ years,White,male,23,24473.0
Kidney and Renal Pelvis,South Carolina,2016.0,35-44 years,White,male,20,200809.0
Kidney and Renal Pelvis,South Carolina,2016.0,45-54 years,Black or African American,male,21,75277.0
Kidney and Renal Pelvis,South Carolina,2016.0,45-54 years,White,male,67,222014.0
Kidney and Renal Pelvis,South Carolina,2016.0,55-64 years,Black or African American,male,58,75771.0
Kidney and Renal Pelvis,South Carolina,2016.0,55-64 years,White,male,140,223160.0
Kidney and Renal Pelvis,South Carolina,2016.0,65-74 years,Black or African American,male,52,47167.0
Kidney and Renal Pelvis,South Carolina,2016.0,65-74 years,White,male,171,187359.0
Kidney and Renal Pelvis,South Carolina,2016.0,75-84 years,White,male,91,82079.0
Kidney and Renal Pelvis,South Dakota,2012.0,65-74 years,White,male,16,28601.0
Kidney and Renal Pelvis,South Dakota,2013.0,45-54 years,White,male,18,48018.0
Kidney and Renal Pelvis,South Dakota,2013.0,65-74 years,White,male,16,30147.0
Kidney and Renal Pelvis,South Dakota,2014.0,65-74 years,White,male,20,32381.0
Kidney and Renal Pelvis,South Dakota,2015.0,55-64 years,White,male,16,52953.0
Kidney and Renal Pelvis,South Dakota,2016.0,55-64 years,White,male,39,53354.0
Kidney and Renal Pelvis,South Dakota,2016.0,65-74 years,White,male,21,36386.0
Kidney and Renal Pelvis,Tennessee,2012.0,35-44 years,White,male,26,332567.0
Kidney and Renal Pelvis,Tennessee,2012.0,45-54 years,Black or African American,male,17,65560.0
Kidney and Renal Pelvis,Tennessee,2012.0,45-54 years,White,male,120,357918.0
Kidney and Renal Pelvis,Tennessee,2012.0,55-64 years,Black or African American,male,40,54346.0
Kidney and Renal Pelvis,Tennessee,2012.0,55-64 years,White,male,207,326822.0
Kidney and Renal Pelvis,Tennessee,2012.0,65-74 years,Black or African American,male,17,23379.0
Kidney and Renal Pelvis,Tennessee,2012.0,65-74 years,White,male,219,222318.0
Kidney and Renal Pelvis,Tennessee,2012.0,75-84 years,White,male,93,105229.0
Kidney and Renal Pelvis,Tennessee,2012.0,85+ years,White,male,19,28401.0
Kidney and Renal Pelvis,Tennessee,2013.0,35-44 years,White,male,20,327878.0
Kidney and Renal Pelvis,Tennessee,2013.0,45-54 years,White,male,103,356102.0
Kidney and Renal Pelvis,Tennessee,2013.0,55-64 years,Black or African American,male,37,54786.0
Kidney and Renal Pelvis,Tennessee,2013.0,55-64 years,White,male,197,331512.0
Kidney and Renal Pelvis,Tennessee,2013.0,65-74 years,Black or African American,male,18,25943.0
Kidney and Renal Pelvis,Tennessee,2013.0,65-74 years,White,male,211,233172.0
Kidney and Renal Pelvis,Tennessee,2013.0,75-84 years,White,male,98,107125.0
Kidney and Renal Pelvis,Tennessee,2013.0,85+ years,White,male,24,29069.0
Kidney and Renal Pelvis,Tennessee,2014.0,35-44 years,White,male,53,325276.0
Kidney and Renal Pelvis,Tennessee,2014.0,45-54 years,Black or African American,male,20,66316.0
Kidney and Renal Pelvis,Tennessee,2014.0,45-54 years,White,male,121,354137.0
Kidney and Renal Pelvis,Tennessee,2014.0,55-64 years,Black or African American,male,21,56897.0
Kidney and Renal Pelvis,Tennessee,2014.0,55-64 years,White,male,206,332011.0
Kidney and Renal Pelvis,Tennessee,2014.0,65-74 years,Black or African American,male,22,27615.0
Kidney and Renal Pelvis,Tennessee,2014.0,65-74 years,White,male,224,241711.0
Kidney and Renal Pelvis,Tennessee,2014.0,75-84 years,White,male,86,112011.0
Kidney and Renal Pelvis,Tennessee,2014.0,85+ years,White,male,23,29847.0
Kidney and Renal Pelvis,Tennessee,2015.0,35-44 years,White,male,30,326201.0
Kidney and Renal Pelvis,Tennessee,2015.0,45-54 years,White,male,142,351068.0
Kidney and Renal Pelvis,Tennessee,2015.0,55-64 years,Black or African American,male,20,58603.0
Kidney and Renal Pelvis,Tennessee,2015.0,55-64 years,White,male,198,337029.0
Kidney and Renal Pelvis,Tennessee,2015.0,65-74 years,Black or African American,male,17,29662.0
Kidney and Renal Pelvis,Tennessee,2015.0,65-74 years,White,male,247,249874.0
Kidney and Renal Pelvis,Tennessee,2015.0,75-84 years,White,male,114,112608.0
Kidney and Renal Pelvis,Tennessee,2015.0,85+ years,White,male,39,33207.0
Kidney and Renal Pelvis,Tennessee,2016.0,35-44 years,White,male,28,323349.0
Kidney and Renal Pelvis,Tennessee,2016.0,45-54 years,White,male,135,352321.0
Kidney and Renal Pelvis,Tennessee,2016.0,55-64 years,Black or African American,male,47,58485.0
Kidney and Renal Pelvis,Tennessee,2016.0,55-64 years,White,male,238,339912.0
Kidney and Renal Pelvis,Tennessee,2016.0,65-74 years,Black or African American,male,25,31330.0
Kidney and Renal Pelvis,Tennessee,2016.0,65-74 years,White,male,253,255376.0
Kidney and Renal Pelvis,Tennessee,2016.0,75-84 years,White,male,111,118652.0
Kidney and Renal Pelvis,Tennessee,2016.0,85+ years,White,male,28,31957.0
Kidney and Renal Pelvis,Texas,2012.0,30-34 years,White,male,36,693879.0
Kidney and Renal Pelvis,Texas,2012.0,35-44 years,Black or African American,male,21,208896.0
Kidney and Renal Pelvis,Texas,2012.0,35-44 years,White,male,171,1311367.0
Kidney and Renal Pelvis,Texas,2012.0,45-54 years,Black or African American,male,60,201716.0
Kidney and Renal Pelvis,Texas,2012.0,45-54 years,White,male,411,1301490.0
Kidney and Renal Pelvis,Texas,2012.0,55-64 years,Black or African American,male,109,143707.0
Kidney and Renal Pelvis,Texas,2012.0,55-64 years,White,male,699,1078212.0
Kidney and Renal Pelvis,Texas,2012.0,65-74 years,Black or African American,male,78,65027.0
Kidney and Renal Pelvis,Texas,2012.0,65-74 years,White,male,738,647391.0
Kidney and Renal Pelvis,Texas,2012.0,75-84 years,Black or African American,male,17,27002.0
Kidney and Renal Pelvis,Texas,2012.0,75-84 years,White,male,394,315204.0
Kidney and Renal Pelvis,Texas,2012.0,85+ years,White,male,103,99853.0
Kidney and Renal Pelvis,Texas,2012.0,< 5 years,White,male,16,715951.0
Kidney and Renal Pelvis,Texas,2013.0,25-29 years,White,male,16,705484.0
Kidney and Renal Pelvis,Texas,2013.0,30-34 years,White,male,34,709442.0
Kidney and Renal Pelvis,Texas,2013.0,35-44 years,White,male,135,1317629.0
Kidney and Renal Pelvis,Texas,2013.0,45-54 years,Black or African American,male,69,201925.0
Kidney and Renal Pelvis,Texas,2013.0,45-54 years,White,male,416,1293214.0
Kidney and Renal Pelvis,Texas,2013.0,55-64 years,Black or African American,male,81,152397.0
Kidney and Renal Pelvis,Texas,2013.0,55-64 years,White,male,721,1104311.0
Kidney and Renal Pelvis,Texas,2013.0,65-74 years,Black or African American,male,77,70350.0
Kidney and Renal Pelvis,Texas,2013.0,65-74 years,White,male,723,684851.0
Kidney and Renal Pelvis,Texas,2013.0,75-84 years,Black or African American,male,24,28116.0
Kidney and Renal Pelvis,Texas,2013.0,75-84 years,White,male,360,326308.0
Kidney and Renal Pelvis,Texas,2013.0,85+ years,White,male,106,99507.0
Kidney and Renal Pelvis,Texas,2014.0,30-34 years,White,male,29,724301.0
Kidney and Renal Pelvis,Texas,2014.0,35-44 years,Black or African American,male,16,215279.0
Kidney and Renal Pelvis,Texas,2014.0,35-44 years,White,male,196,1345849.0
Kidney and Renal Pelvis,Texas,2014.0,45-54 years,Black or African American,male,86,203664.0
Kidney and Renal Pelvis,Texas,2014.0,45-54 years,White,male,431,1306510.0
Kidney and Renal Pelvis,Texas,2014.0,55-64 years,Black or African American,male,114,160234.0
Kidney and Renal Pelvis,Texas,2014.0,55-64 years,White,male,674,1143122.0
Kidney and Renal Pelvis,Texas,2014.0,65-74 years,Black or African American,male,88,74934.0
Kidney and Renal Pelvis,Texas,2014.0,65-74 years,White,male,775,716188.0
Kidney and Renal Pelvis,Texas,2014.0,75-84 years,Black or African American,male,21,29913.0
Kidney and Renal Pelvis,Texas,2014.0,75-84 years,White,male,371,333341.0
Kidney and Renal Pelvis,Texas,2014.0,85+ years,White,male,99,109150.0
Kidney and Renal Pelvis,Texas,2015.0,30-34 years,White,male,23,730973.0
Kidney and Renal Pelvis,Texas,2015.0,35-44 years,Black or African American,male,19,223664.0
Kidney and Renal Pelvis,Texas,2015.0,35-44 years,White,male,164,1361862.0
Kidney and Renal Pelvis,Texas,2015.0,45-54 years,Black or African American,male,63,204237.0
Kidney and Renal Pelvis,Texas,2015.0,45-54 years,White,male,436,1309341.0
Kidney and Renal Pelvis,Texas,2015.0,55-64 years,Black or African American,male,114,167886.0
Kidney and Renal Pelvis,Texas,2015.0,55-64 years,White,male,751,1162838.0
Kidney and Renal Pelvis,Texas,2015.0,65-74 years,Black or African American,male,91,77859.0
Kidney and Renal Pelvis,Texas,2015.0,65-74 years,White,male,796,747147.0
Kidney and Renal Pelvis,Texas,2015.0,75-84 years,Black or African American,male,20,30742.0
Kidney and Renal Pelvis,Texas,2015.0,75-84 years,White,male,418,344207.0
Kidney and Renal Pelvis,Texas,2015.0,85+ years,White,male,122,111009.0
Kidney and Renal Pelvis,Texas,2016.0,30-34 years,White,male,36,733494.0
Kidney and Renal Pelvis,Texas,2016.0,35-44 years,White,male,193,1368472.0
Kidney and Renal Pelvis,Texas,2016.0,45-54 years,Black or African American,male,58,206054.0
Kidney and Renal Pelvis,Texas,2016.0,45-54 years,White,male,425,1296590.0
Kidney and Renal Pelvis,Texas,2016.0,55-64 years,Black or African American,male,106,168641.0
Kidney and Renal Pelvis,Texas,2016.0,55-64 years,White,male,794,1181495.0
Kidney and Renal Pelvis,Texas,2016.0,65-74 years,Black or African American,male,105,84411.0
Kidney and Renal Pelvis,Texas,2016.0,65-74 years,White,male,852,775633.0
Kidney and Renal Pelvis,Texas,2016.0,75-84 years,Black or African American,male,20,31045.0
Kidney and Renal Pelvis,Texas,2016.0,75-84 years,White,male,394,354406.0
Kidney and Renal Pelvis,Texas,2016.0,85+ years,White,male,124,115539.0
Kidney and Renal Pelvis,Utah,2012.0,45-54 years,White,male,25,137938.0
Kidney and Renal Pelvis,Utah,2012.0,55-64 years,White,male,48,118831.0
Kidney and Renal Pelvis,Utah,2012.0,65-74 years,White,male,41,69512.0
Kidney and Renal Pelvis,Utah,2012.0,85+ years,White,male,16,11836.0
Kidney and Renal Pelvis,Utah,2013.0,45-54 years,White,male,16,135720.0
Kidney and Renal Pelvis,Utah,2013.0,55-64 years,White,male,63,121498.0
Kidney and Renal Pelvis,Utah,2013.0,65-74 years,White,male,62,74115.0
Kidney and Renal Pelvis,Utah,2013.0,75-84 years,White,male,18,36840.0
Kidney and Renal Pelvis,Utah,2014.0,45-54 years,White,male,20,136149.0
Kidney and Renal Pelvis,Utah,2014.0,55-64 years,White,male,48,125091.0
Kidney and Renal Pelvis,Utah,2014.0,65-74 years,White,male,78,77769.0
Kidney and Renal Pelvis,Utah,2014.0,75-84 years,White,male,36,37613.0
Kidney and Renal Pelvis,Utah,2015.0,45-54 years,White,male,23,136826.0
Kidney and Renal Pelvis,Utah,2015.0,55-64 years,White,male,55,127292.0
Kidney and Renal Pelvis,Utah,2015.0,65-74 years,White,male,68,81759.0
Kidney and Renal Pelvis,Utah,2015.0,75-84 years,White,male,20,40059.0
Kidney and Renal Pelvis,Utah,2016.0,45-54 years,White,male,22,135641.0
Kidney and Renal Pelvis,Utah,2016.0,55-64 years,White,male,52,131761.0
Kidney and Renal Pelvis,Utah,2016.0,65-74 years,White,male,67,85754.0
Kidney and Renal Pelvis,Utah,2016.0,75-84 years,White,male,34,39056.0
Kidney and Renal Pelvis,Virginia,2012.0,35-44 years,White,male,20,369966.0
Kidney and Renal Pelvis,Virginia,2012.0,45-54 years,Black or African American,male,46,108476.0
Kidney and Renal Pelvis,Virginia,2012.0,45-54 years,White,male,99,424554.0
Kidney and Renal Pelvis,Virginia,2012.0,55-64 years,Black or African American,male,56,82107.0
Kidney and Renal Pelvis,Virginia,2012.0,55-64 years,White,male,171,366166.0
Kidney and Renal Pelvis,Virginia,2012.0,65-74 years,Black or African American,male,42,40719.0
Kidney and Renal Pelvis,Virginia,2012.0,65-74 years,White,male,151,231053.0
Kidney and Renal Pelvis,Virginia,2012.0,75-84 years,White,male,103,109129.0
Kidney and Renal Pelvis,Virginia,2012.0,85+ years,White,male,30,35092.0
Kidney and Renal Pelvis,Virginia,2013.0,35-44 years,White,male,30,377000.0
Kidney and Renal Pelvis,Virginia,2013.0,45-54 years,Black or African American,male,19,107915.0
Kidney and Renal Pelvis,Virginia,2013.0,45-54 years,White,male,89,418012.0
Kidney and Renal Pelvis,Virginia,2013.0,55-64 years,Black or African American,male,61,84102.0
Kidney and Renal Pelvis,Virginia,2013.0,55-64 years,White,male,181,372275.0
Kidney and Renal Pelvis,Virginia,2013.0,65-74 years,Black or African American,male,49,44853.0
Kidney and Renal Pelvis,Virginia,2013.0,65-74 years,White,male,197,243644.0
Kidney and Renal Pelvis,Virginia,2013.0,75-84 years,White,male,98,112186.0
Kidney and Renal Pelvis,Virginia,2013.0,85+ years,White,male,18,36422.0
Kidney and Renal Pelvis,Virginia,2014.0,35-44 years,White,male,19,374451.0
Kidney and Renal Pelvis,Virginia,2014.0,45-54 years,Black or African American,male,45,104176.0
Kidney and Renal Pelvis,Virginia,2014.0,45-54 years,White,male,89,413511.0
Kidney and Renal Pelvis,Virginia,2014.0,55-64 years,Black or African American,male,70,87550.0
Kidney and Renal Pelvis,Virginia,2014.0,55-64 years,White,male,183,373867.0
Kidney and Renal Pelvis,Virginia,2014.0,65-74 years,Black or African American,male,73,43856.0
Kidney and Renal Pelvis,Virginia,2014.0,65-74 years,White,male,228,253521.0
Kidney and Renal Pelvis,Virginia,2014.0,75-84 years,White,male,117,113271.0
Kidney and Renal Pelvis,Virginia,2014.0,85+ years,White,male,32,38704.0
Kidney and Renal Pelvis,Virginia,2015.0,35-44 years,White,male,25,365119.0
Kidney and Renal Pelvis,Virginia,2015.0,45-54 years,Black or African American,male,49,107294.0
Kidney and Renal Pelvis,Virginia,2015.0,45-54 years,White,male,107,404708.0
Kidney and Renal Pelvis,Virginia,2015.0,55-64 years,Black or African American,male,79,90634.0
Kidney and Renal Pelvis,Virginia,2015.0,55-64 years,White,male,188,379716.0
Kidney and Renal Pelvis,Virginia,2015.0,65-74 years,Black or African American,male,59,48819.0
Kidney and Renal Pelvis,Virginia,2015.0,65-74 years,White,male,198,261120.0
Kidney and Renal Pelvis,Virginia,2015.0,75-84 years,White,male,98,118502.0
Kidney and Renal Pelvis,Virginia,2015.0,85+ years,White,male,26,39285.0
Kidney and Renal Pelvis,Virginia,2016.0,35-44 years,White,male,25,357395.0
Kidney and Renal Pelvis,Virginia,2016.0,45-54 years,Black or African American,male,41,102673.0
Kidney and Renal Pelvis,Virginia,2016.0,45-54 years,White,male,114,402255.0
Kidney and Renal Pelvis,Virginia,2016.0,55-64 years,Black or African American,male,71,93267.0
Kidney and Renal Pelvis,Virginia,2016.0,55-64 years,White,male,183,387064.0
Kidney and Renal Pelvis,Virginia,2016.0,65-74 years,Black or African American,male,65,50925.0
Kidney and Renal Pelvis,Virginia,2016.0,65-74 years,White,male,224,269473.0
Kidney and Renal Pelvis,Virginia,2016.0,75-84 years,Black or African American,male,22,21141.0
Kidney and Renal Pelvis,Virginia,2016.0,75-84 years,White,male,120,120823.0
Kidney and Renal Pelvis,Virginia,2016.0,85+ years,White,male,23,40603.0
Kidney and Renal Pelvis,Washington,2012.0,35-44 years,White,male,24,355659.0
Kidney and Renal Pelvis,Washington,2012.0,45-54 years,White,male,100,395008.0
Kidney and Renal Pelvis,Washington,2012.0,55-64 years,White,male,194,371981.0
Kidney and Renal Pelvis,Washington,2012.0,65-74 years,White,male,201,223660.0
Kidney and Renal Pelvis,Washington,2012.0,75-84 years,White,male,112,103194.0
Kidney and Renal Pelvis,Washington,2012.0,85+ years,White,male,46,39963.0
Kidney and Renal Pelvis,Washington,2013.0,35-44 years,White,male,24,353275.0
Kidney and Renal Pelvis,Washington,2013.0,45-54 years,White,male,95,387211.0
Kidney and Renal Pelvis,Washington,2013.0,55-64 years,White,male,183,375717.0
Kidney and Renal Pelvis,Washington,2013.0,65-74 years,White,male,197,237976.0
Kidney and Renal Pelvis,Washington,2013.0,75-84 years,White,male,119,110251.0
Kidney and Renal Pelvis,Washington,2013.0,85+ years,White,male,45,38077.0
Kidney and Renal Pelvis,Washington,2014.0,35-44 years,White,male,17,354722.0
Kidney and Renal Pelvis,Washington,2014.0,45-54 years,White,male,102,383246.0
Kidney and Renal Pelvis,Washington,2014.0,55-64 years,White,male,173,381490.0
Kidney and Renal Pelvis,Washington,2014.0,65-74 years,White,male,199,250650.0
Kidney and Renal Pelvis,Washington,2014.0,75-84 years,White,male,126,106556.0
Kidney and Renal Pelvis,Washington,2014.0,85+ years,White,male,32,44484.0
Kidney and Renal Pelvis,Washington,2015.0,35-44 years,White,male,20,352038.0
Kidney and Renal Pelvis,Washington,2015.0,45-54 years,White,male,88,381409.0
Kidney and Renal Pelvis,Washington,2015.0,55-64 years,White,male,192,386994.0
Kidney and Renal Pelvis,Washington,2015.0,65-74 years,White,male,206,264049.0
Kidney and Renal Pelvis,Washington,2015.0,75-84 years,White,male,102,117070.0
Kidney and Renal Pelvis,Washington,2015.0,85+ years,White,male,50,38976.0
Kidney and Renal Pelvis,Washington,2016.0,35-44 years,White,male,19,352143.0
Kidney and Renal Pelvis,Washington,2016.0,45-54 years,White,male,86,376811.0
Kidney and Renal Pelvis,Washington,2016.0,55-64 years,White,male,198,388732.0
Kidney and Renal Pelvis,Washington,2016.0,65-74 years,White,male,241,275871.0
Kidney and Renal Pelvis,Washington,2016.0,75-84 years,White,male,116,117506.0
Kidney and Renal Pelvis,Washington,2016.0,85+ years,White,male,37,42677.0
Kidney and Renal Pelvis,West Virginia,2012.0,35-44 years,White,male,16,108768.0
Kidney and Renal Pelvis,West Virginia,2012.0,45-54 years,White,male,33,123255.0
Kidney and Renal Pelvis,West Virginia,2012.0,55-64 years,White,male,83,127034.0
Kidney and Renal Pelvis,West Virginia,2012.0,65-74 years,White,male,70,81633.0
Kidney and Renal Pelvis,West Virginia,2012.0,75-84 years,White,male,47,41110.0
Kidney and Renal Pelvis,West Virginia,2013.0,55-64 years,White,male,72,126341.0
Kidney and Renal Pelvis,West Virginia,2013.0,65-74 years,White,male,70,86074.0
Kidney and Renal Pelvis,West Virginia,2013.0,75-84 years,White,male,20,40288.0
Kidney and Renal Pelvis,West Virginia,2013.0,85+ years,White,male,16,11655.0
Kidney and Renal Pelvis,West Virginia,2014.0,45-54 years,White,male,46,118640.0
Kidney and Renal Pelvis,West Virginia,2014.0,55-64 years,White,male,69,126398.0
Kidney and Renal Pelvis,West Virginia,2014.0,65-74 years,White,male,94,88229.0
Kidney and Renal Pelvis,West Virginia,2014.0,75-84 years,White,male,20,41253.0
Kidney and Renal Pelvis,West Virginia,2015.0,45-54 years,White,male,26,115632.0
Kidney and Renal Pelvis,West Virginia,2015.0,55-64 years,White,male,81,124932.0
