Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Kidney and Renal Pelvis,Tennessee,2014.0,85+ years,White,male,23.0
Kidney and Renal Pelvis,Tennessee,2015.0,35-44 years,White,male,30.0
Kidney and Renal Pelvis,Tennessee,2015.0,45-54 years,White,male,142.0
Kidney and Renal Pelvis,Tennessee,2015.0,55-64 years,Black or African American,male,20.0
Kidney and Renal Pelvis,Tennessee,2015.0,55-64 years,White,male,198.0
Kidney and Renal Pelvis,Tennessee,2015.0,65-74 years,Black or African American,male,17.0
Kidney and Renal Pelvis,Tennessee,2015.0,65-74 years,White,male,247.0
Kidney and Renal Pelvis,Tennessee,2015.0,75-84 years,White,male,114.0
Kidney and Renal Pelvis,Tennessee,2015.0,85+ years,White,male,39.0
Kidney and Renal Pelvis,Tennessee,2016.0,35-44 years,White,male,28.0
Kidney and Renal Pelvis,Tennessee,2016.0,45-54 years,White,male,135.0
Kidney and Renal Pelvis,Tennessee,2016.0,55-64 years,Black or African American,male,47.0
Kidney and Renal Pelvis,Tennessee,2016.0,55-64 years,White,male,238.0
Kidney and Renal Pelvis,Tennessee,2016.0,65-74 years,Black or African American,male,25.0
Kidney and Renal Pelvis,Tennessee,2016.0,65-74 years,White,male,253.0
Kidney and Renal Pelvis,Tennessee,2016.0,75-84 years,White,male,111.0
Kidney and Renal Pelvis,Tennessee,2016.0,85+ years,White,male,28.0
Kidney and Renal Pelvis,Texas,2012.0,30-34 years,White,male,36.0
Kidney and Renal Pelvis,Texas,2012.0,35-44 years,Black or African American,male,21.0
Kidney and Renal Pelvis,Texas,2012.0,35-44 years,White,male,171.0
Kidney and Renal Pelvis,Texas,2012.0,45-54 years,Black or African American,male,60.0
Kidney and Renal Pelvis,Texas,2012.0,45-54 years,White,male,411.0
Kidney and Renal Pelvis,Texas,2012.0,55-64 years,Black or African American,male,109.0
Kidney and Renal Pelvis,Texas,2012.0,55-64 years,White,male,699.0
Kidney and Renal Pelvis,Texas,2012.0,65-74 years,Black or African American,male,78.0
Kidney and Renal Pelvis,Texas,2012.0,65-74 years,White,male,738.0
Kidney and Renal Pelvis,Texas,2012.0,75-84 years,Black or African American,male,17.0
Kidney and Renal Pelvis,Texas,2012.0,75-84 years,White,male,394.0
Kidney and Renal Pelvis,Texas,2012.0,85+ years,White,male,103.0
Kidney and Renal Pelvis,Texas,2012.0,< 5 years,White,male,16.0
Kidney and Renal Pelvis,Texas,2013.0,25-29 years,White,male,16.0
Kidney and Renal Pelvis,Texas,2013.0,30-34 years,White,male,34.0
Kidney and Renal Pelvis,Texas,2013.0,35-44 years,White,male,135.0
Kidney and Renal Pelvis,Texas,2013.0,45-54 years,Black or African American,male,69.0
Kidney and Renal Pelvis,Texas,2013.0,45-54 years,White,male,416.0
Kidney and Renal Pelvis,Texas,2013.0,55-64 years,Black or African American,male,81.0
Kidney and Renal Pelvis,Texas,2013.0,55-64 years,White,male,721.0
Kidney and Renal Pelvis,Texas,2013.0,65-74 years,Black or African American,male,77.0
Kidney and Renal Pelvis,Texas,2013.0,65-74 years,White,male,723.0
Kidney and Renal Pelvis,Texas,2013.0,75-84 years,Black or African American,male,24.0
Kidney and Renal Pelvis,Texas,2013.0,75-84 years,White,male,360.0
Kidney and Renal Pelvis,Texas,2013.0,85+ years,White,male,106.0
Kidney and Renal Pelvis,Texas,2014.0,30-34 years,White,male,29.0
Kidney and Renal Pelvis,Texas,2014.0,35-44 years,Black or African American,male,16.0
Kidney and Renal Pelvis,Texas,2014.0,35-44 years,White,male,196.0
Kidney and Renal Pelvis,Texas,2014.0,45-54 years,Black or African American,male,86.0
Kidney and Renal Pelvis,Texas,2014.0,45-54 years,White,male,431.0
Kidney and Renal Pelvis,Texas,2014.0,55-64 years,Black or African American,male,114.0
Kidney and Renal Pelvis,Texas,2014.0,55-64 years,White,male,674.0
Kidney and Renal Pelvis,Texas,2014.0,65-74 years,Black or African American,male,88.0
Kidney and Renal Pelvis,Texas,2014.0,65-74 years,White,male,775.0
Kidney and Renal Pelvis,Texas,2014.0,75-84 years,Black or African American,male,21.0
Kidney and Renal Pelvis,Texas,2014.0,75-84 years,White,male,371.0
Kidney and Renal Pelvis,Texas,2014.0,85+ years,White,male,99.0
Kidney and Renal Pelvis,Texas,2015.0,30-34 years,White,male,23.0
Kidney and Renal Pelvis,Texas,2015.0,35-44 years,Black or African American,male,19.0
Kidney and Renal Pelvis,Texas,2015.0,35-44 years,White,male,164.0
Kidney and Renal Pelvis,Texas,2015.0,45-54 years,Black or African American,male,63.0
Kidney and Renal Pelvis,Texas,2015.0,45-54 years,White,male,436.0
Kidney and Renal Pelvis,Texas,2015.0,55-64 years,Black or African American,male,114.0
Kidney and Renal Pelvis,Texas,2015.0,55-64 years,White,male,751.0
Kidney and Renal Pelvis,Texas,2015.0,65-74 years,Black or African American,male,91.0
Kidney and Renal Pelvis,Texas,2015.0,65-74 years,White,male,796.0
Kidney and Renal Pelvis,Texas,2015.0,75-84 years,Black or African American,male,20.0
Kidney and Renal Pelvis,Texas,2015.0,75-84 years,White,male,418.0
Kidney and Renal Pelvis,Texas,2015.0,85+ years,White,male,122.0
Kidney and Renal Pelvis,Texas,2016.0,30-34 years,White,male,36.0
Kidney and Renal Pelvis,Texas,2016.0,35-44 years,White,male,193.0
Kidney and Renal Pelvis,Texas,2016.0,45-54 years,Black or African American,male,58.0
Kidney and Renal Pelvis,Texas,2016.0,45-54 years,White,male,425.0
Kidney and Renal Pelvis,Texas,2016.0,55-64 years,Black or African American,male,106.0
Kidney and Renal Pelvis,Texas,2016.0,55-64 years,White,male,794.0
Kidney and Renal Pelvis,Texas,2016.0,65-74 years,Black or African American,male,105.0
Kidney and Renal Pelvis,Texas,2016.0,65-74 years,White,male,852.0
Kidney and Renal Pelvis,Texas,2016.0,75-84 years,Black or African American,male,20.0
Kidney and Renal Pelvis,Texas,2016.0,75-84 years,White,male,394.0
Kidney and Renal Pelvis,Texas,2016.0,85+ years,White,male,124.0
Kidney and Renal Pelvis,Utah,2012.0,45-54 years,White,male,25.0
Kidney and Renal Pelvis,Utah,2012.0,55-64 years,White,male,48.0
Kidney and Renal Pelvis,Utah,2012.0,65-74 years,White,male,41.0
Kidney and Renal Pelvis,Utah,2012.0,85+ years,White,male,16.0
Kidney and Renal Pelvis,Utah,2013.0,45-54 years,White,male,16.0
Kidney and Renal Pelvis,Utah,2013.0,55-64 years,White,male,63.0
Kidney and Renal Pelvis,Utah,2013.0,65-74 years,White,male,62.0
Kidney and Renal Pelvis,Utah,2013.0,75-84 years,White,male,18.0
Kidney and Renal Pelvis,Utah,2014.0,45-54 years,White,male,20.0
Kidney and Renal Pelvis,Utah,2014.0,55-64 years,White,male,48.0
Kidney and Renal Pelvis,Utah,2014.0,65-74 years,White,male,78.0
Kidney and Renal Pelvis,Utah,2014.0,75-84 years,White,male,36.0
Kidney and Renal Pelvis,Utah,2015.0,45-54 years,White,male,23.0
Kidney and Renal Pelvis,Utah,2015.0,55-64 years,White,male,55.0
Kidney and Renal Pelvis,Utah,2015.0,65-74 years,White,male,68.0
Kidney and Renal Pelvis,Utah,2015.0,75-84 years,White,male,20.0
Kidney and Renal Pelvis,Utah,2016.0,45-54 years,White,male,22.0
Kidney and Renal Pelvis,Utah,2016.0,55-64 years,White,male,52.0
Kidney and Renal Pelvis,Utah,2016.0,65-74 years,White,male,67.0
Kidney and Renal Pelvis,Utah,2016.0,75-84 years,White,male,34.0
Kidney and Renal Pelvis,Virginia,2012.0,35-44 years,White,male,20.0
Kidney and Renal Pelvis,Virginia,2012.0,45-54 years,Black or African American,male,46.0
Kidney and Renal Pelvis,Virginia,2012.0,45-54 years,White,male,99.0
Kidney and Renal Pelvis,Virginia,2012.0,55-64 years,Black or African American,male,56.0
Kidney and Renal Pelvis,Virginia,2012.0,55-64 years,White,male,171.0
Kidney and Renal Pelvis,Virginia,2012.0,65-74 years,Black or African American,male,42.0
Kidney and Renal Pelvis,Virginia,2012.0,65-74 years,White,male,151.0
Kidney and Renal Pelvis,Virginia,2012.0,75-84 years,White,male,103.0
Kidney and Renal Pelvis,Virginia,2012.0,85+ years,White,male,30.0
Kidney and Renal Pelvis,Virginia,2013.0,35-44 years,White,male,30.0
Kidney and Renal Pelvis,Virginia,2013.0,45-54 years,Black or African American,male,19.0
Kidney and Renal Pelvis,Virginia,2013.0,45-54 years,White,male,89.0
Kidney and Renal Pelvis,Virginia,2013.0,55-64 years,Black or African American,male,61.0
Kidney and Renal Pelvis,Virginia,2013.0,55-64 years,White,male,181.0
Kidney and Renal Pelvis,Virginia,2013.0,65-74 years,Black or African American,male,49.0
Kidney and Renal Pelvis,Virginia,2013.0,65-74 years,White,male,197.0
Kidney and Renal Pelvis,Virginia,2013.0,75-84 years,White,male,98.0
Kidney and Renal Pelvis,Virginia,2013.0,85+ years,White,male,18.0
Kidney and Renal Pelvis,Virginia,2014.0,35-44 years,White,male,19.0
Kidney and Renal Pelvis,Virginia,2014.0,45-54 years,Black or African American,male,45.0
Kidney and Renal Pelvis,Virginia,2014.0,45-54 years,White,male,89.0
Kidney and Renal Pelvis,Virginia,2014.0,55-64 years,Black or African American,male,70.0
Kidney and Renal Pelvis,Virginia,2014.0,55-64 years,White,male,183.0
Kidney and Renal Pelvis,Virginia,2014.0,65-74 years,Black or African American,male,73.0
Kidney and Renal Pelvis,Virginia,2014.0,65-74 years,White,male,228.0
Kidney and Renal Pelvis,Virginia,2014.0,75-84 years,White,male,117.0
Kidney and Renal Pelvis,Virginia,2014.0,85+ years,White,male,32.0
Kidney and Renal Pelvis,Virginia,2015.0,35-44 years,White,male,25.0
Kidney and Renal Pelvis,Virginia,2015.0,45-54 years,Black or African American,male,49.0
Kidney and Renal Pelvis,Virginia,2015.0,45-54 years,White,male,107.0
Kidney and Renal Pelvis,Virginia,2015.0,55-64 years,Black or African American,male,79.0
Kidney and Renal Pelvis,Virginia,2015.0,55-64 years,White,male,188.0
Kidney and Renal Pelvis,Virginia,2015.0,65-74 years,Black or African American,male,59.0
Kidney and Renal Pelvis,Virginia,2015.0,65-74 years,White,male,198.0
Kidney and Renal Pelvis,Virginia,2015.0,75-84 years,White,male,98.0
Kidney and Renal Pelvis,Virginia,2015.0,85+ years,White,male,26.0
Kidney and Renal Pelvis,Virginia,2016.0,35-44 years,White,male,25.0
Kidney and Renal Pelvis,Virginia,2016.0,45-54 years,Black or African American,male,41.0
Kidney and Renal Pelvis,Virginia,2016.0,45-54 years,White,male,114.0
Kidney and Renal Pelvis,Virginia,2016.0,55-64 years,Black or African American,male,71.0
Kidney and Renal Pelvis,Virginia,2016.0,55-64 years,White,male,183.0
Kidney and Renal Pelvis,Virginia,2016.0,65-74 years,Black or African American,male,65.0
Kidney and Renal Pelvis,Virginia,2016.0,65-74 years,White,male,224.0
Kidney and Renal Pelvis,Virginia,2016.0,75-84 years,Black or African American,male,22.0
Kidney and Renal Pelvis,Virginia,2016.0,75-84 years,White,male,120.0
Kidney and Renal Pelvis,Virginia,2016.0,85+ years,White,male,23.0
Kidney and Renal Pelvis,Washington,2012.0,35-44 years,White,male,24.0
Kidney and Renal Pelvis,Washington,2012.0,45-54 years,White,male,100.0
Kidney and Renal Pelvis,Washington,2012.0,55-64 years,White,male,194.0
Kidney and Renal Pelvis,Washington,2012.0,65-74 years,White,male,201.0
Kidney and Renal Pelvis,Washington,2012.0,75-84 years,White,male,112.0
Kidney and Renal Pelvis,Washington,2012.0,85+ years,White,male,46.0
Kidney and Renal Pelvis,Washington,2013.0,35-44 years,White,male,24.0
Kidney and Renal Pelvis,Washington,2013.0,45-54 years,White,male,95.0
Kidney and Renal Pelvis,Washington,2013.0,55-64 years,White,male,183.0
Kidney and Renal Pelvis,Washington,2013.0,65-74 years,White,male,197.0
Kidney and Renal Pelvis,Washington,2013.0,75-84 years,White,male,119.0
Kidney and Renal Pelvis,Washington,2013.0,85+ years,White,male,45.0
Kidney and Renal Pelvis,Washington,2014.0,35-44 years,White,male,17.0
Kidney and Renal Pelvis,Washington,2014.0,45-54 years,White,male,102.0
Kidney and Renal Pelvis,Washington,2014.0,55-64 years,White,male,173.0
Kidney and Renal Pelvis,Washington,2014.0,65-74 years,White,male,199.0
Kidney and Renal Pelvis,Washington,2014.0,75-84 years,White,male,126.0
Kidney and Renal Pelvis,Washington,2014.0,85+ years,White,male,32.0
Kidney and Renal Pelvis,Washington,2015.0,35-44 years,White,male,20.0
Kidney and Renal Pelvis,Washington,2015.0,45-54 years,White,male,88.0
Kidney and Renal Pelvis,Washington,2015.0,55-64 years,White,male,192.0
Kidney and Renal Pelvis,Washington,2015.0,65-74 years,White,male,206.0
Kidney and Renal Pelvis,Washington,2015.0,75-84 years,White,male,102.0
Kidney and Renal Pelvis,Washington,2015.0,85+ years,White,male,50.0
Kidney and Renal Pelvis,Washington,2016.0,35-44 years,White,male,19.0
Kidney and Renal Pelvis,Washington,2016.0,45-54 years,White,male,86.0
Kidney and Renal Pelvis,Washington,2016.0,55-64 years,White,male,198.0
Kidney and Renal Pelvis,Washington,2016.0,65-74 years,White,male,241.0
Kidney and Renal Pelvis,Washington,2016.0,75-84 years,White,male,116.0
Kidney and Renal Pelvis,Washington,2016.0,85+ years,White,male,37.0
Kidney and Renal Pelvis,West Virginia,2012.0,35-44 years,White,male,16.0
Kidney and Renal Pelvis,West Virginia,2012.0,45-54 years,White,male,33.0
Kidney and Renal Pelvis,West Virginia,2012.0,55-64 years,White,male,83.0
Kidney and Renal Pelvis,West Virginia,2012.0,65-74 years,White,male,70.0
Kidney and Renal Pelvis,West Virginia,2012.0,75-84 years,White,male,47.0
Kidney and Renal Pelvis,West Virginia,2013.0,55-64 years,White,male,72.0
Kidney and Renal Pelvis,West Virginia,2013.0,65-74 years,White,male,70.0
Kidney and Renal Pelvis,West Virginia,2013.0,75-84 years,White,male,20.0
Kidney and Renal Pelvis,West Virginia,2013.0,85+ years,White,male,16.0
Kidney and Renal Pelvis,West Virginia,2014.0,45-54 years,White,male,46.0
Kidney and Renal Pelvis,West Virginia,2014.0,55-64 years,White,male,69.0
Kidney and Renal Pelvis,West Virginia,2014.0,65-74 years,White,male,94.0
Kidney and Renal Pelvis,West Virginia,2014.0,75-84 years,White,male,20.0
Kidney and Renal Pelvis,West Virginia,2015.0,45-54 years,White,male,26.0
Kidney and Renal Pelvis,West Virginia,2015.0,55-64 years,White,male,81.0
Kidney and Renal Pelvis,West Virginia,2015.0,65-74 years,White,male,95.0
Kidney and Renal Pelvis,West Virginia,2015.0,75-84 years,White,male,36.0
Kidney and Renal Pelvis,West Virginia,2016.0,45-54 years,White,male,43.0
Kidney and Renal Pelvis,West Virginia,2016.0,55-64 years,White,male,75.0
Kidney and Renal Pelvis,West Virginia,2016.0,65-74 years,White,male,83.0
Kidney and Renal Pelvis,West Virginia,2016.0,75-84 years,White,male,45.0
Kidney and Renal Pelvis,Wisconsin,2012.0,35-44 years,White,male,17.0
Kidney and Renal Pelvis,Wisconsin,2012.0,45-54 years,White,male,106.0
Kidney and Renal Pelvis,Wisconsin,2012.0,55-64 years,White,male,189.0
Kidney and Renal Pelvis,Wisconsin,2012.0,65-74 years,White,male,187.0
Kidney and Renal Pelvis,Wisconsin,2012.0,75-84 years,White,male,119.0
Kidney and Renal Pelvis,Wisconsin,2012.0,85+ years,White,male,36.0
Kidney and Renal Pelvis,Wisconsin,2013.0,35-44 years,White,male,26.0
Kidney and Renal Pelvis,Wisconsin,2013.0,45-54 years,White,male,89.0
Kidney and Renal Pelvis,Wisconsin,2013.0,55-64 years,White,male,193.0
Kidney and Renal Pelvis,Wisconsin,2013.0,65-74 years,White,male,205.0
Kidney and Renal Pelvis,Wisconsin,2013.0,75-84 years,White,male,136.0
Kidney and Renal Pelvis,Wisconsin,2013.0,85+ years,White,male,48.0
Kidney and Renal Pelvis,Wisconsin,2014.0,35-44 years,White,male,38.0
Kidney and Renal Pelvis,Wisconsin,2014.0,45-54 years,White,male,122.0
Kidney and Renal Pelvis,Wisconsin,2014.0,55-64 years,White,male,202.0
Kidney and Renal Pelvis,Wisconsin,2014.0,65-74 years,White,male,196.0
Kidney and Renal Pelvis,Wisconsin,2014.0,75-84 years,White,male,135.0
Kidney and Renal Pelvis,Wisconsin,2014.0,85+ years,White,male,48.0
Kidney and Renal Pelvis,Wisconsin,2015.0,35-44 years,White,male,21.0
Kidney and Renal Pelvis,Wisconsin,2015.0,45-54 years,White,male,108.0
Kidney and Renal Pelvis,Wisconsin,2015.0,55-64 years,White,male,226.0
Kidney and Renal Pelvis,Wisconsin,2015.0,65-74 years,White,male,235.0
Kidney and Renal Pelvis,Wisconsin,2015.0,75-84 years,White,male,107.0
Kidney and Renal Pelvis,Wisconsin,2015.0,85+ years,White,male,34.0
Kidney and Renal Pelvis,Wisconsin,2016.0,35-44 years,White,male,16.0
Kidney and Renal Pelvis,Wisconsin,2016.0,45-54 years,White,male,120.0
Kidney and Renal Pelvis,Wisconsin,2016.0,55-64 years,White,male,246.0
Kidney and Renal Pelvis,Wisconsin,2016.0,65-74 years,White,male,262.0
Kidney and Renal Pelvis,Wisconsin,2016.0,75-84 years,White,male,136.0
Kidney and Renal Pelvis,Wisconsin,2016.0,85+ years,White,male,42.0
Kidney and Renal Pelvis,Wyoming,2013.0,55-64 years,White,male,17.0
Larynx,Alabama,2012.0,55-64 years,White,male,58.0
Larynx,Alabama,2012.0,65-74 years,White,male,42.0
Larynx,Alabama,2013.0,45-54 years,White,male,18.0
Larynx,Alabama,2013.0,55-64 years,White,male,47.0
Larynx,Alabama,2013.0,65-74 years,White,male,45.0
Larynx,Alabama,2014.0,55-64 years,Black or African American,male,19.0
Larynx,Alabama,2014.0,55-64 years,White,male,53.0
Larynx,Alabama,2014.0,65-74 years,White,male,46.0
Larynx,Alabama,2015.0,55-64 years,White,male,53.0
Larynx,Alabama,2015.0,65-74 years,White,male,49.0
Larynx,Alabama,2016.0,55-64 years,White,male,44.0
Larynx,Alabama,2016.0,65-74 years,White,male,49.0
Larynx,Arizona,2012.0,55-64 years,White,male,41.0
Larynx,Arizona,2012.0,65-74 years,White,male,41.0
Larynx,Arizona,2013.0,55-64 years,White,male,35.0
Larynx,Arizona,2013.0,65-74 years,White,male,54.0
Larynx,Arizona,2013.0,75-84 years,White,male,19.0
Larynx,Arizona,2014.0,65-74 years,White,male,54.0
Larynx,Arizona,2015.0,55-64 years,White,male,18.0
Larynx,Arizona,2015.0,65-74 years,White,male,41.0
Larynx,Arizona,2015.0,75-84 years,White,male,16.0
Larynx,Arizona,2016.0,55-64 years,White,male,17.0
Larynx,Arizona,2016.0,65-74 years,White,male,47.0
Larynx,Arkansas,2012.0,55-64 years,White,male,16.0
Larynx,Arkansas,2012.0,65-74 years,White,male,24.0
Larynx,Arkansas,2013.0,55-64 years,White,male,24.0
Larynx,Arkansas,2013.0,65-74 years,White,male,36.0
Larynx,Arkansas,2014.0,65-74 years,White,male,40.0
Larynx,Arkansas,2015.0,55-64 years,White,male,17.0
Larynx,Arkansas,2016.0,55-64 years,White,male,37.0
Larynx,Arkansas,2016.0,65-74 years,White,male,16.0
Larynx,California,2012.0,45-54 years,White,male,41.0
Larynx,California,2012.0,55-64 years,White,male,171.0
Larynx,California,2012.0,65-74 years,White,male,196.0
Larynx,California,2012.0,75-84 years,White,male,122.0
Larynx,California,2012.0,85+ years,White,male,48.0
Larynx,California,2013.0,45-54 years,White,male,53.0
Larynx,California,2013.0,55-64 years,White,male,159.0
Larynx,California,2013.0,65-74 years,White,male,178.0
Larynx,California,2013.0,75-84 years,White,male,135.0
Larynx,California,2013.0,85+ years,White,male,39.0
Larynx,California,2014.0,45-54 years,White,male,35.0
Larynx,California,2014.0,55-64 years,White,male,164.0
Larynx,California,2014.0,65-74 years,White,male,172.0
Larynx,California,2014.0,75-84 years,White,male,107.0
Larynx,California,2014.0,85+ years,White,male,49.0
Larynx,California,2015.0,45-54 years,White,male,49.0
Larynx,California,2015.0,55-64 years,White,male,154.0
Larynx,California,2015.0,65-74 years,White,male,181.0
Larynx,California,2015.0,75-84 years,White,male,128.0
Larynx,California,2015.0,85+ years,White,male,44.0
Larynx,California,2016.0,45-54 years,White,male,32.0
Larynx,California,2016.0,55-64 years,White,male,149.0
Larynx,California,2016.0,65-74 years,White,male,199.0
Larynx,California,2016.0,75-84 years,White,male,107.0
Larynx,California,2016.0,85+ years,White,male,36.0
Larynx,Colorado,2013.0,65-74 years,White,male,17.0
Larynx,Colorado,2013.0,75-84 years,White,male,19.0
Larynx,Colorado,2014.0,55-64 years,White,male,35.0
Larynx,Colorado,2014.0,65-74 years,White,male,19.0
Larynx,Colorado,2014.0,75-84 years,White,male,18.0
Larynx,Colorado,2015.0,55-64 years,White,male,20.0
Larynx,Colorado,2015.0,65-74 years,White,male,37.0
Larynx,Colorado,2016.0,55-64 years,White,male,33.0
Larynx,Colorado,2016.0,65-74 years,White,male,31.0
Larynx,Connecticut,2012.0,45-54 years,White,male,16.0
Larynx,Connecticut,2012.0,55-64 years,White,male,16.0
Larynx,Connecticut,2012.0,65-74 years,White,male,16.0
Larynx,Connecticut,2013.0,55-64 years,White,male,21.0
Larynx,Connecticut,2014.0,55-64 years,White,male,19.0
Larynx,Connecticut,2014.0,65-74 years,White,male,37.0
Larynx,Connecticut,2015.0,55-64 years,White,male,17.0
Larynx,Connecticut,2015.0,65-74 years,White,male,20.0
Larynx,Connecticut,2016.0,55-64 years,White,male,16.0
Larynx,Connecticut,2016.0,65-74 years,White,male,44.0
Larynx,Florida,2012.0,45-54 years,White,male,94.0
Larynx,Florida,2012.0,55-64 years,Black or African American,male,20.0
Larynx,Florida,2012.0,55-64 years,White,male,219.0
Larynx,Florida,2012.0,65-74 years,White,male,225.0
Larynx,Florida,2012.0,75-84 years,White,male,127.0
Larynx,Florida,2012.0,85+ years,White,male,37.0
Larynx,Florida,2013.0,45-54 years,White,male,110.0
Larynx,Florida,2013.0,55-64 years,White,male,200.0
Larynx,Florida,2013.0,65-74 years,White,male,226.0
Larynx,Florida,2013.0,75-84 years,White,male,125.0
Larynx,Florida,2013.0,85+ years,White,male,41.0
Larynx,Florida,2014.0,45-54 years,White,male,92.0
Larynx,Florida,2014.0,55-64 years,Black or African American,male,16.0
Larynx,Florida,2014.0,55-64 years,White,male,223.0
Larynx,Florida,2014.0,65-74 years,White,male,269.0
Larynx,Florida,2014.0,75-84 years,White,male,132.0
Larynx,Florida,2014.0,85+ years,White,male,47.0
Larynx,Florida,2015.0,45-54 years,White,male,87.0
Larynx,Florida,2015.0,55-64 years,Black or African American,male,36.0
Larynx,Florida,2015.0,55-64 years,White,male,220.0
Larynx,Florida,2015.0,65-74 years,Black or African American,male,17.0
Larynx,Florida,2015.0,65-74 years,White,male,223.0
Larynx,Florida,2015.0,75-84 years,White,male,127.0
Larynx,Florida,2015.0,85+ years,White,male,45.0
Larynx,Florida,2016.0,45-54 years,White,male,78.0
Larynx,Florida,2016.0,55-64 years,Black or African American,male,33.0
Larynx,Florida,2016.0,55-64 years,White,male,213.0
Larynx,Florida,2016.0,65-74 years,White,male,245.0
Larynx,Florida,2016.0,75-84 years,White,male,136.0
Larynx,Florida,2016.0,85+ years,White,male,45.0
Larynx,Georgia,2012.0,45-54 years,White,male,21.0
Larynx,Georgia,2012.0,55-64 years,Black or African American,male,45.0
Larynx,Georgia,2012.0,55-64 years,White,male,72.0
Larynx,Georgia,2012.0,65-74 years,White,male,69.0
Larynx,Georgia,2012.0,75-84 years,White,male,25.0
Larynx,Georgia,2013.0,45-54 years,Black or African American,male,17.0
Larynx,Georgia,2013.0,45-54 years,White,male,20.0
Larynx,Georgia,2013.0,55-64 years,Black or African American,male,53.0
Larynx,Georgia,2013.0,55-64 years,White,male,73.0
Larynx,Georgia,2013.0,65-74 years,Black or African American,male,20.0
Larynx,Georgia,2013.0,65-74 years,White,male,72.0
Larynx,Georgia,2013.0,75-84 years,White,male,41.0
Larynx,Georgia,2014.0,45-54 years,White,male,21.0
Larynx,Georgia,2014.0,55-64 years,Black or African American,male,42.0
Larynx,Georgia,2014.0,55-64 years,White,male,62.0
Larynx,Georgia,2014.0,65-74 years,Black or African American,male,21.0
Larynx,Georgia,2014.0,65-74 years,White,male,68.0
Larynx,Georgia,2014.0,75-84 years,White,male,21.0
Larynx,Georgia,2015.0,45-54 years,White,male,20.0
Larynx,Georgia,2015.0,55-64 years,Black or African American,male,40.0
Larynx,Georgia,2015.0,55-64 years,White,male,66.0
Larynx,Georgia,2015.0,65-74 years,White,male,83.0
Larynx,Georgia,2015.0,75-84 years,White,male,19.0
Larynx,Georgia,2016.0,45-54 years,White,male,29.0
Larynx,Georgia,2016.0,55-64 years,Black or African American,male,20.0
Larynx,Georgia,2016.0,55-64 years,White,male,71.0
Larynx,Georgia,2016.0,65-74 years,Black or African American,male,39.0
Larynx,Georgia,2016.0,65-74 years,White,male,74.0
Larynx,Georgia,2016.0,75-84 years,White,male,41.0
Larynx,Illinois,2012.0,45-54 years,White,male,34.0
Larynx,Illinois,2012.0,55-64 years,Black or African American,male,18.0
Larynx,Illinois,2012.0,55-64 years,White,male,108.0
Larynx,Illinois,2012.0,65-74 years,White,male,89.0
Larynx,Illinois,2012.0,75-84 years,White,male,70.0
Larynx,Illinois,2012.0,85+ years,White,male,19.0
Larynx,Illinois,2013.0,45-54 years,White,male,38.0
Larynx,Illinois,2013.0,55-64 years,White,male,118.0
Larynx,Illinois,2013.0,65-74 years,White,male,90.0
Larynx,Illinois,2013.0,75-84 years,White,male,52.0
Larynx,Illinois,2013.0,85+ years,White,male,21.0
Larynx,Illinois,2014.0,45-54 years,White,male,34.0
Larynx,Illinois,2014.0,55-64 years,Black or African American,male,38.0
Larynx,Illinois,2014.0,55-64 years,White,male,104.0
Larynx,Illinois,2014.0,65-74 years,White,male,118.0
Larynx,Illinois,2014.0,75-84 years,White,male,62.0
Larynx,Illinois,2015.0,45-54 years,White,male,37.0
Larynx,Illinois,2015.0,55-64 years,Black or African American,male,23.0
Larynx,Illinois,2015.0,55-64 years,White,male,115.0
Larynx,Illinois,2015.0,65-74 years,White,male,91.0
Larynx,Illinois,2015.0,75-84 years,White,male,63.0
Larynx,Illinois,2016.0,45-54 years,White,male,31.0
Larynx,Illinois,2016.0,55-64 years,Black or African American,male,21.0
Larynx,Illinois,2016.0,55-64 years,White,male,117.0
Larynx,Illinois,2016.0,65-74 years,White,male,101.0
Larynx,Illinois,2016.0,75-84 years,White,male,57.0
Larynx,Illinois,2016.0,85+ years,White,male,20.0
Larynx,Indiana,2012.0,45-54 years,White,male,20.0
Larynx,Indiana,2012.0,55-64 years,White,male,68.0
Larynx,Indiana,2012.0,65-74 years,White,male,57.0
Larynx,Indiana,2012.0,75-84 years,White,male,23.0
Larynx,Indiana,2013.0,45-54 years,White,male,33.0
Larynx,Indiana,2013.0,55-64 years,White,male,73.0
Larynx,Indiana,2013.0,65-74 years,White,male,56.0
Larynx,Indiana,2013.0,75-84 years,White,male,24.0
Larynx,Indiana,2014.0,45-54 years,White,male,21.0
Larynx,Indiana,2014.0,55-64 years,White,male,72.0
Larynx,Indiana,2014.0,65-74 years,White,male,63.0
Larynx,Indiana,2014.0,75-84 years,White,male,16.0
Larynx,Indiana,2015.0,45-54 years,White,male,31.0
Larynx,Indiana,2015.0,55-64 years,White,male,84.0
Larynx,Indiana,2015.0,65-74 years,White,male,65.0
Larynx,Indiana,2015.0,75-84 years,White,male,23.0
Larynx,Indiana,2016.0,45-54 years,White,male,21.0
Larynx,Indiana,2016.0,55-64 years,White,male,77.0
Larynx,Indiana,2016.0,65-74 years,White,male,58.0
Larynx,Indiana,2016.0,75-84 years,White,male,23.0
Larynx,Iowa,2012.0,55-64 years,White,male,42.0
